,导演,演员,评分,年份,类型,电影时长,评价人数,语言,地区,名称
819,王家卫,"['梁朝伟', '张曼玉', '潘迪华', '萧炳林', '张耀扬']",8.6,['2000'],"['剧情', '爱情']",98,358533,粤语, 中国香港,花样年华
820,陈木胜,"['成龙', '古天乐', '蔡志强', '许冠文', '蔡卓妍']",7.3,['2006'],"['剧情', '喜剧', '动作']",125,301479,汉语普通话, 中国香港,宝贝计划
821,彭浩翔,"['杨千嬅', '余文乐', '杨幂', '徐峥', '陈逸宁']",7.3,['2012'],"['剧情', '喜剧', '爱情']",111,321210,粤语, 中国香港,春娇与志明
822,徐克,"['张曼玉', '王祖贤', '赵文卓', '吴兴国', '马精武']",8.5,['1993'],"['剧情', '爱情', '奇幻', '古装']",99,322791,粤语, 中国香港,青蛇
823,叶伟信,"['甄子丹', '任达华', '熊黛林', '池内博之', '林家栋']",7.6,['2008'],"['剧情', '动作', '传记', '历史']",106,261579,粤语, 中国香港,叶问
824,王晶,"['周星驰', '吴孟达', '张敏', '徐锦江', '钟丽缇']",8.4,['1994'],"['喜剧', '古装']",108,298168,粤语, 中国香港,九品芝麻官
825,王家卫,"['张国荣', '张曼玉', '刘嘉玲', '刘德华', '张学友']",8.5,['1990'],"['剧情', '爱情', '犯罪']",94,315963,粤语, 中国香港,阿飞正传
826,陈可辛,"['黎明', '张曼玉', '杨恭如', '曾志伟', '杜可风']",8.8,['1996'],"['剧情', '爱情']",118,326203,粤语, 中国香港,甜蜜蜜
827,梁乐民,"['郭富城', '梁家辉', '李治廷', '彭于晏', '杨采妮']",7.5,['2012'],"['剧情', '动作', '犯罪']",102,282354,粤语, 中国香港,寒战
828,谷德昭,"['周星驰', '刘嘉玲', '李若彤', '罗家英', '张达明']",7.8,['1996'],"['喜剧', '动作', '爱情', '古装']",89,247125,粤语, 中国香港,大内密探零零发
829,李力持,"['周星驰', '莫文蔚', '刘以达', '吴孟达', '薛家燕']",7.9,['1996'],"['喜剧', '动作']",88,272700,粤语, 中国香港,食神
830,吴宇森,"['周润发', '张国荣', '钟楚红', '朱江', '曾江']",8.8,['1991'],"['剧情', '喜剧', '动作', '犯罪']",108,247277,粤语, 中国香港,纵横四海
831,李力持,"['周星驰', '袁咏仪', '罗家英', '陈宝莲', '郑祖']",8.3,['1994'],"['喜剧', '动作']",83,256757,汉语普通话, 中国香港,国产凌凌漆
832,周星驰,"['周星驰', '赵薇', '吴孟达', '谢贤', '莫文蔚']",7.8,['2001'],"['喜剧', '动作', '运动']",113,255769,粤语, 中国香港,少林足球
833,刘伟强,"['陈冠希', '余文乐', '曾志伟', '黄秋生', '吴镇宇']",8.5,['2003'],"['剧情', '动作', '惊悚', '犯罪']",119,245798,粤语, 中国香港,无间道2
834,刘伟强,"['周杰伦', '黄秋生', '铃木杏', '杜汶泽', '钟镇涛']",7.4,['2005'],"['剧情', '动作']",107,228995,粤语, 中国香港,头文字D
835,王晶,"['甄子丹', '刘德华', '姜皓文', '郑则仕', '刘浩龙']",7.2,['2017'],"['动作', '犯罪']",128,245748,粤语, 中国香港,追龙
836,陈嘉上,"['周星驰', '张敏', '吴孟达', '徐少强', '林威']",7.7,['1992'],"['喜剧', '动作', '武侠', '古装']",96,219074,粤语, 中国香港,武状元苏乞儿
837,麦兆辉,"['刘青云', '古天乐', '吴彦祖', '张静初', '方中信']",7.5,['2009'],"['剧情', '动作', '惊悚']",100,216148,粤语, 中国香港,窃听风云
838,杜琪峰,"['古天乐', '吴彦祖', '高圆圆', '林雪', '尹子维']",6.8,['2011'],"['喜剧', '爱情']",115,249925,粤语, 中国香港,单身男女
839,陈嘉上,"['周星驰', '张敏', '吴孟达', '张耀扬', '黄一山']",7.8,['1991'],"['喜剧', '动作', '爱情']",100,193856,粤语, 中国香港,逃学威龙
840,王晶,"['周星驰', '吴孟达', '张敏', '吴君如', '邱淑贞']",8.0,['1992'],"['喜剧', '动作', '武侠', '古装']",110,200195,粤语, 中国香港,鹿鼎记
841,叶伟民,"['周星驰', '吴孟达', '梁咏琪', '孙佳君', '徐锦江']",7.5,['1995'],"['喜剧', '科幻', '奇幻']",92,180409,粤语, 中国香港,百变星君
842,麦兆辉,"['古天乐', '刘青云', '吴彦祖', '曾江', '叶璇']",7.5,['2011'],"['剧情', '动作', '悬疑', '犯罪']",117,193119,粤语, 中国香港,窃听风云2
843,彭浩翔,"['余文乐', '杨千嬅', '蒋梦婕', '曾国祥', '秦沛']",7.0,['2017'],"['剧情', '喜剧', '爱情']",121,169554,粤语, 中国香港,春娇救志明
844,马伟豪,"['张柏芝', '古天乐', '范冰冰', '黄伟文', '许绍雄']",6.8,['2002'],"['喜剧', '爱情', '古装']",100,155085,粤语, 中国大陆,河东狮吼
845,关锦鹏,"['梅艳芳', '张国荣', '万梓良', '朱宝意', '温碧霞']",8.4,['1987'],"['剧情', '爱情', '奇幻']",96,190838,粤语, 中国香港,胭脂扣
846,尔冬升,"['刘德华', '吴彦祖', '古天乐', '张静初', '袁咏仪']",7.7,['2007'],"['剧情', '惊悚', '犯罪']",106,173624,粤语, 中国香港,门徒
847,麦曦茵,"['陈伟霆', '钟欣潼', '卫诗雅', '曾国祥', '周俊伟']",7.0,['2010'],['爱情'],95,182827,粤语, 中国香港,前度
848,王晶,"['刘德华', '周星驰', '关之琳', '邱淑贞', '吴孟达']",7.6,['1991'],"['喜剧', '爱情']",108,153807,粤语, 中国香港,整蛊专家
849,王晶,"['周润发', '刘德华', '王祖贤', '张敏', '向华强']",8.2,['1989'],"['剧情', '喜剧']",126,127691,粤语, 中国香港,赌神
850,刘镇伟,"['梁朝伟', '王菲', '赵薇', '张震', '朱茵']",7.1,['2002'],"['喜剧', '爱情', '歌舞', '古装']",97,149754,粤语, 中国大陆,天下无双
851,高志森,"['张国荣', '周星驰', '张曼玉', '吴君如', '黄百鸣']",8.3,['1992'],"['剧情', '喜剧', '爱情', '家庭']",100,149235,粤语, 中国香港,家有喜事
852,王家卫,"['梁朝伟', '章子怡', '王菲', '木村拓哉', '巩俐']",7.6,['2004'],"['剧情', '爱情', '奇幻']",129,161743,粤语, 中国香港,2046
853,王晶,"['周润发', '张家辉', '刘嘉玲', '余文乐', '王诗龄']",5.5,['2015'],"['喜剧', '动作']",110,123807,粤语, 中国香港,澳门风云2
854,杜琪峰,"['刘德华', '郑秀文', '郭涛', '高圆圆', '王紫逸']",7.1,['2013'],"['喜剧', '爱情', '悬疑', '惊悚', '犯罪']",129,167030,粤语, 中国大陆,盲探
855,王晶,"['古天乐', '徐熙媛', '佟大为', '吴君如', '宋佳']",5.1,['2009'],"['喜剧', '动作', '武侠', '古装']",98,131192,粤语, 中国香港,大内密探灵灵狗
856,杜琪峰,"['刘德华', '刘青云', '蒙嘉慧', '李子雄', '许绍雄']",8.5,['1999'],"['剧情', '动作', '犯罪']",93,157620,粤语, 中国香港,暗战
857,林德禄 ,"['古天乐', '张智霖', '郑嘉颖', '邓丽欣', '栢天男']",5.7,['2018'],"['剧情', '动作', '犯罪']",97,92078,粤语, 中国香港,反贪风暴3
858,杜琪峰,"['周星驰', '梅艳芳', '吴家丽', '吴孟达', '秦沛']",7.7,['1992'],"['喜剧', '古装']",102,130232,粤语, 中国香港,审死官
859,袁建滔,"['李晋纬', '林海峰', '吴君如', '黄秋生', 'Buxx Banner']",8.5,['2001'],"['剧情', '喜剧', '动画']",75,148033,粤语, 中国香港,麦兜故事
860,王晶,"['刘德华', '周星驰', '向华强', '张敏', '吴孟达']",7.6,['1990'],"['剧情', '喜剧']",104,118337,粤语, 中国香港,赌侠
861,陈嘉上,"['周星驰', '张敏', '吴孟达', '朱茵', '叶德娴']",7.6,['1992'],['喜剧'],97,115586,粤语, 中国香港,逃学威龙2
862,元奎,"['周星驰', '张敏', '吴孟达', '吴君如', '秦沛']",7.6,['1990'],"['喜剧', '动作']",101,124926,粤语, 中国香港,赌圣
863,叶伟信,"['古天乐', '吴樾', '托尼·贾', '林家栋', '高战']",7.1,['2017'],"['剧情', '动作']",101,132843,粤语, 中国香港,杀破狼·贪狼
864,杜琪峰,"['刘德华', '郑秀文', '王天林', '林雪', '黑川力矢']",6.8,['2001'],"['喜剧', '爱情']",94,124569,粤语, 中国香港,瘦身男女
865,林超贤,"['张家辉', '彭于晏', '李馨巧', '梅婷', '李菲儿']",7.9,['2013'],"['剧情', '动作', '运动']",121,144624,粤语, 中国香港,激战
866,陈木胜,"['古天乐', '徐熙媛', '张家辉', '刘烨', '樊少皇']",6.7,['2008'],['动作'],110,129167,粤语, 中国香港,保持通话
867,程小东,"['李连杰', '林青霞', '关之琳', '李嘉欣', '李子雄']",8.4,['1992'],"['剧情', '爱情', '武侠', '古装']",107,126708,粤语, 中国香港,笑傲江湖2：东方不败
868,王晶,"['周星驰', '邱淑贞', '林青霞', '李嘉欣', '陈百祥']",7.9,['1992'],"['喜剧', '动作', '武侠', '古装']",102,132414,粤语, 中国香港,鹿鼎记2：神龙教
869,王家卫,"['张国荣', '林青霞', '梁朝伟', '张学友', '张曼玉']",8.7,['2008'],"['剧情', '动作', '爱情']",93,128230,粤语, 中国香港,东邪西毒：终极版
870,杜琪峰,"['刘青云', '安志杰', '林家栋', '林熙蕾', '李国麟']",8.5,['2007'],"['动作', '悬疑', '惊悚', '犯罪']",89,153610,粤语, 中国香港,神探
871,杜琪峰,"['吴镇宇', '任达华', '黄秋生', '吕颂贤', '张耀扬']",8.7,['1999'],"['剧情', '动作', '犯罪']",84,142567,粤语, 中国香港,枪火
872,林德禄 ,"['古天乐', '郑嘉颖', '林峯', '林家栋', '周秀娜']",6.0,['2019'],"['动作', '犯罪']",96,118871,粤语, 中国香港,反贪风暴4
873,元奎,"['李连杰', '萧芳芳', '陈松勇', '李嘉欣', '胡慧中']",7.8,['1993'],"['喜剧', '动作', '武侠', '古装']",100,98977,粤语, 中国香港,方世玉
874,叶伟信,"['甄子丹', '洪金宝', '任达华', '廖启智', '吴京']",7.4,['2005'],"['剧情', '动作', '犯罪']",93,93605,粤语, 中国香港,杀破狼
875,林超贤,"['谢霆锋', '张家辉', '桂纶镁', '陆毅', '苗圃']",7.3,['2010'],"['剧情', '动作', '惊悚']",113,115274,粤语, 中国香港,线人
876,王晶,"['李连杰', '张敏', '邱淑贞', '黎姿', '洪金宝']",7.6,['1993'],"['动作', '奇幻', '武侠', '古装']",99,99545,粤语, 中国香港,倚天屠龙记之魔教教主
877,翁子光,"['郭富城', '春夏', '白只', '谭耀文', '金燕玲']",7.5,['2015'],"['剧情', '悬疑', '犯罪']",120,132786,粤语, 中国香港,踏血寻梅
878,吴宇森,"['狄龙', '张国荣', '周润发', '石天', '关山']",8.3,['1987'],"['剧情', '动作', '犯罪']",105,95497,粤语, 中国香港,英雄本色2
879,王晶,"['周星驰', '巩俐', '吕良伟', '向华强', '吴君如']",7.5,['1991'],"['喜剧', '奇幻']",116,82703,粤语, 中国香港,赌侠2：上海滩赌圣
880,袁和平,"['李连杰', '杨紫琼', '钱小豪', '袁洁莹', '袁祥仁']",7.7,['1993'],"['喜剧', '动作', '武侠', '古装']",96,90080,粤语, 中国香港,太极张三丰
881,王晶,"['周星驰', '张家辉', '王晶', '吴君如', '林熙蕾']",6.9,['1999'],['喜剧'],91,81662,粤语, 中国香港,千王之王2000
882,徐克,"['李连杰', '关之琳', '莫少聪', '熊欣欣', '刘洵']",7.9,['1992'],"['剧情', '动作', '武侠', '古装']",109,86099,粤语, 中国香港,黄飞鸿之三：狮王争霸
883,程小东,"['周星驰', '张曼玉', '吴孟达', '黄秋生', '梅艳芳']",7.3,['1993'],['喜剧'],89,84760,粤语, 中国香港,济公
884,王晶,"['梁家辉', '古天乐', '林家栋', '邱意浓', '叶项明']",5.5,['2019'],"['剧情', '动作', '犯罪']",103,99849,粤语, 中国香港,追龙Ⅱ
885,袁建滔,"['李颖贤', '吴君如', '刘德华', '黄秋生', '蔡政男']",8.0,['2004'],"['剧情', '喜剧', '动画']",73,44421,粤语, 中国香港,麦兜，菠萝油王子
886,叶伟信,"['甄子丹', '古天乐', '吕良伟', '范冰冰', '邹兆龙']",7.1,['2007'],['动作'],88,82404,粤语, 中国香港,导火线
887,叶锦鸿,"['杨千嬅', '任贤齐', '钟镇涛', '方力申', '葛民辉']",6.0,['2004'],"['喜剧', '爱情', '古装']",105,65853,粤语, 中国香港,花好月圆
888,马楚成,"['任贤齐', '张柏芝', '苏永康', '陈逸宁', '邓萃雯']",7.1,['1999'],"['剧情', '爱情', '奇幻']",96,82570,粤语, 中国香港,星愿
889,王晶,"['周润发', '梁家辉', '吴倩莲', '邱淑贞', '徐锦江']",7.7,['1994'],"['喜剧', '动作']",126,62392,粤语, 中国香港,赌神2
890,李焕庆,"['宋承宪', '郑多彬', '李己雨', '李民友']",6.8,['2004'],"['喜剧', '爱情']",114,75855,韩语, 韩国,那小子真帅
891,张坚庭,"['周星驰', '黄百鸣', '吴镇宇', '乔宏', '伍咏薇']",7.5,['1997'],['喜剧'],90,68152,粤语, 中国香港,97家有喜事
892,麦浚龙,"['钱小豪', '惠英红', '鲍起静', '陈友', '吴耀汉']",7.8,['2013'],"['剧情', '恐怖', '奇幻']",140,98523,粤语, 中国香港,僵尸
893,马伟豪,"['周星驰', '葛民辉', '莫文蔚', '邱淑贞', '林保怡']",6.9,['1997'],"['剧情', '喜剧']",85,70106,粤语, 中国香港,算死草
894,杜琪峰,"['周润发', '张艾嘉', '黄坤玄', '吴孟达', '王天林']",8.5,['1989'],"['剧情', '家庭']",99,80405,粤语, 中国香港,阿郎的故事
895,唐季礼,"['成龙', '梅艳芳', '叶芳华', '董骠', '马克·阿克斯']",7.5,['1995'],"['喜剧', '动作', '犯罪']",104,63809,粤语, 中国香港,红番区
896,杜琪峰,"['郑秀文', '梅艳芳', '张柏芝', '黄浩然', '林雪']",6.9,['2001'],"['喜剧', '奇幻', '古装']",123,67752,粤语, 中国香港,钟无艳
897,程小东,"['梁朝伟', '张学友', '王祖贤', '利智', '刘兆铭']",7.4,['1991'],"['动作', '爱情', '奇幻', '古装']",109,67076,粤语, 中国香港,倩女幽魂3：道道道
898,朱延平,"['郝劭文', '释小龙', '吴孟达', '张卫健', '元华']",7.7,['1994'],"['喜剧', '动作']",90,42467,粤语, 中国香港,笑林小子2：新乌龙院
899,黄进,"['曾志伟', '余文乐', '方皓玟', '金燕玲', '陈学文']",7.9,['2016'],"['剧情', '家庭']",101,81165,粤语, 中国香港,一念无明
900,许鞍华,"['鲍起静', '陈丽云', '梁进龙', '陈玉莲', '高志森']",8.6,['2008'],"['剧情', '家庭']",90,85109,粤语, 中国香港,天水围的日与夜
901,杨凡,"['冯德伦', '吴彦祖', '舒淇', '曾仕贤', '尹子维']",7.5,['1998'],"['剧情', '爱情', '同性']",101,76589,粤语, 中国香港,美少年之恋
902,曾志伟,"['张学友', '曾志伟', '袁咏仪', '黄宗泽', '邓丽欣']",6.6,['2010'],['喜剧'],99,70458,粤语, 中国香港,72家租客
903,岸西,"['张学友', '汤唯', '鲍起静', '李修贤', '安志杰']",6.7,['2010'],"['喜剧', '爱情']",105,79201,粤语, 中国香港,月满轩尼诗
904,李力持,"['周星驰', '毛舜筠', '恬妞', '叶子楣', '午马']",7.3,['1991'],['喜剧'],96,55718,粤语, 中国香港,情圣
905,马伟豪,"['杨千嬅', '吴彦祖', '许绍雄', '黄浩然', '森美']",7.7,['2002'],"['喜剧', '爱情']",102,67273,粤语, 中国香港,新扎师妹
906,刘伟强,"['郑伊健', '郭富城', '千叶真一', '杨恭如', '舒淇']",6.9,['1998'],"['剧情', '动作', '奇幻']",128,54771,粤语, 中国香港,风云雄霸天下
907,刘伟强,"['郑伊健', '陈小春', '张耀扬', '莫文蔚', '黎姿']",7.6,['1996'],"['剧情', '动作']",98,61083,粤语, 中国香港,古惑仔3之只手遮天
908,刘伟强,"['刘德华', '舒淇', '何韵诗', '张涵予', '林嘉华']",6.0,['2009'],['爱情'],117,61162,粤语, 中国香港,游龙戏凤
909,刘伟强,"['甄子丹', '舒淇', '黄秋生', '黄渤', '霍思燕']",6.0,['2010'],['动作'],106,63823,粤语, 中国香港,精武风云·陈真
910,彭浩翔,"['杜汶泽', '梁洛施', '黄秋生', '田朴珺', '贾晓晨']",7.6,['2006'],['剧情'],91,66074,粤语, 中国香港,伊莎贝拉
911,关锦鹏,"['张曼玉', '梁家辉', '秦汉', '刘嘉玲', '吴启华']",8.5,['1991'],"['剧情', '爱情', '传记']",126,64269,粤语, 中国香港,阮玲玉
912,刘伟强,"['郑伊健', '陈小春', '黎姿', '邱淑贞', '林晓峰']",7.6,['1996'],"['剧情', '动作']",101,62414,粤语, 中国香港,古惑仔2之猛龙过江
913,尔冬升,"['房祖名', '薛凯琪', '曾志伟', '毛舜筠', '黄秋生']",6.6,['2005'],"['剧情', '爱情']",107,61342,粤语, 中国香港,早熟
914,徐克,"['张国荣', '袁咏仪', '钟镇涛', '赵文卓', '罗家英']",8.0,['1995'],"['喜剧', '爱情']",106,60839,粤语, 中国香港,金玉满堂
915,张艾嘉,"['金城武', '梁咏琪', '莫文蔚', '张艾嘉', '苏永康']",8.2,['1999'],['爱情'],115,67982,粤语, 中国香港,心动
916,杜琪峰,"['刘德华', '郑秀文', '吴嘉龙', '林家栋', '胡燕妮']",6.7,['2004'],"['剧情', '喜剧', '爱情']",98,55475,粤语, 中国香港,龙凤斗
917,成龙,"['成龙', '郑裕玲', '依华歌宝', '池田昌子', '阿尔多·桑布雷利']",7.6,['1991'],"['喜剧', '动作', '冒险']",106,48470,粤语, 中国香港,飞鹰计划
918,杜琪峰,"['刘德华', '张柏芝', '张兆辉', '汤宝如', '秦煌']",6.5,['2003'],"['剧情', '动作', '惊悚']",92,54698,粤语, 中国香港,大块头有大智慧
919,马楚成,"['古天乐', '刘若英', '曾宝仪', '吴嘉龙', '吴耀汉']",7.1,['2007'],['爱情'],107,58547,粤语, 中国香港,生日快乐
920,成龙,"['成龙', '张曼玉', '关之琳', '刘嘉玲', '林威']",7.6,['1987'],"['喜剧', '动作', '犯罪']",106,45461,粤语, 中国香港,A计划续集
921,张婉婷,"['周润发', '钟楚红', '陈百强', '黄淑仪']",8.4,['1987'],"['剧情', '爱情']",98,63094,粤语, 中国香港,秋天的童话
922,郑保瑞,"['古天乐', '任贤齐', '冯淬帆', '叶璇', '林雪']",7.3,['2009'],"['悬疑', '惊悚']",89,65372,粤语, 中国香港,意外
923,袁和平,"['成龙', '黄正利', '袁小田', '石天', '冯敬文']",7.5,['1978'],"['喜剧', '动作']",111,45242,粤语, 中国香港,醉拳
924,谷德昭,"['成龙', '舒淇', '梁朝伟', '周华健', '任贤齐']",6.5,['1999'],"['喜剧', '动作', '爱情']",121,46572,粤语, 中国香港,玻璃樽
925,吕克·贝松,"['露易丝·布尔昆', '马修·阿马立克', '吉尔·勒卢什', '让-保罗·卢弗', '杰克·纳瑟斯安']",6.8,['2010'],"['喜剧', '奇幻', '冒险']",107,64837,法语, 法国,阿黛拉的非凡冒险
926,游达志,"['刘青云', '梁朝伟', '邵美琪', '王天林', '卢海鹏']",8.4,['1998'],"['悬疑', '犯罪']",81,65224,粤语, 中国香港,暗花
927,周显扬,"['张家辉', '任达华', '王敏德', '文咏珊', '谢安琪']",7.2,['2012'],"['剧情', '动作', '悬疑', '惊悚', '犯罪']",107,59081,粤语, 中国香港,大追捕
928,陈友,"['周星驰', '吴君如', '陈友', '黄秋生', '梅小惠']",7.0,['1990'],"['喜剧', '动作']",90,42732,粤语, 中国香港,无敌幸运星
929,吴宇森,"['周润发', '李修贤', '叶倩文', '曾江', '朱江']",8.4,['1989'],"['剧情', '动作', '惊悚', '犯罪']",111,53819,粤语, 中国香港,喋血双雄
930,郭子健,"['谢霆锋', '余文乐', '任达华', '胡军', '白冰']",7.2,['2014'],"['动作', '灾难']",115,57127,粤语, 中国香港,救火英雄
931,程小东,"['李连杰', '关之琳', '金城武', '杨采妮', '罗家英']",6.7,['1996'],['动作'],86,44946,粤语, 中国香港,冒险王
932,张艾嘉,"['张艾嘉', '刘若英', '李心洁', '梁家辉', '黄秋生']",7.3,['2004'],"['剧情', '喜剧', '爱情']",113,51688,汉语普通话, 中国香港,20
